crimeID;offenderID
1590;1186
1591;339
1591;340
1592;1162
1593;1187
1595;1188
1596;1189
1597;1146
1598;1190
1598;91
1598;1191
1599;1192
1600;1094
1600;1095
1601;1193
1602;522
1603;1194
1603;1195
1604;892
1606;1133
1606;1134
1607;1196
1608;1094
1608;1095
1609;1197
1609;729
1610;1198
1611;1199
1612;1074
1613;1200
1614;1201
1615;1202
1616;1203
1617;1204
1618;381
1619;1205
1619;1206
1620;355
1621;1163
1621;1207
1621;1164
1622;1208
1622;1209
1622;527
1622;1210
1622;312
1623;1149
1624;1139
1625;1211
1626;662
1627;1212
1628;1213
1628;1214
1628;1215
1628;1216
1629;1217
1630;1218
1631;1219
1631;1220
1631;1221
1632;1222
1633;225
1634;549
1635;1223
1636;1200
1637;1224
1638;467
1640;1225
1641;570
1642;266
1643;1226
1644;1120
1645;1227
1646;1228
1646;1229
1646;1230
1647;1231
1648;215
1649;1171
1650;1232
1650;1233
1650;1234
1651;1235
1653;1236
1654;1237
1656;1096
1657;1238
1657;1239
1658;1240
1659;1208
1659;1209
1659;527
1659;1210
1660;1241
1661;701
1661;865
1661;703
1662;1242
1663;1243
1664;1244
1665;1245
1666;297
1667;225
1668;1246
1668;1247
1668;1248
1669;1249
1669;1250
1671;1251
1672;1252
1673;1253
1674;1119
1675;275
1677;1254
1678;1255
1678;1256
1679;1257
1680;1258
1680;1259
1681;1163
1681;1207
1681;1164
1682;1201
1683;1260
1684;1261
1684;1262
1685;1144
1685;1145
1686;715
1686;1263
1686;716
1686;178
1686;1264
1687;1265
1687;1266
1688;467
1689;1267
1690;275
1691;1268
1692;1269
1693;67
1694;1144
1694;1145
1695;1270
1695;1271
1696;818
1696;820
1697;275
1698;1272
1698;1273
1699;1228
1699;1229
1699;1230
1700;1274
1701;1275
1701;1276
1701;1277
1701;1278
1701;1279
1701;1280
1702;1281
1703;1173
1704;1282
1705;1283
1706;1208
1706;1209
1706;527
1706;312
1707;1284
1707;1285
1708;94
1709;225
1710;1286
1711;1287
1712;1288
1713;94
1714;1289
1715;928
1716;1290
1717;1291
1718;1292
1718;1293
1718;1294
1718;1295
1718;1296
1718;1283
1718;1297
1719;539
1720;1298
1720;1299
1721;590
1722;1300
1723;1301
1724;1182
1724;1302
1724;1183
1724;1303
1725;1304
1726;438
1726;439
1726;440
1727;1305
1727;1306
1727;1307
1728;1308
1729;1309
1730;1310
1731;1311
1731;1312
1732;1313
1733;1314
1734;862
1735;1315
1735;1316
1736;1317
1736;1318
1737;590
1738;1319
1739;217
1740;1320
1741;1321
1741;1322
1741;1323
1742;679
1743;932
1744;1324
1745;1325
1745;1326
1745;1016
1746;1327
1747;1328
1748;1329
1749;275
1750;70
1751;1330
1752;1187
1753;1331
1754;441
1754;442
1755;1332
1756;1333
1757;1334
1758;1120
1759;1335
1760;225
1761;818
1762;1336
1763;410
1764;1192
1765;1337
1765;1338
1766;1339
1767;1340
1767;1341
1768;1342
1768;1343
1769;1344
1769;1345
1770;419
1771;1135
1772;1346
1773;1347
1774;1320
1775;1348
1776;1349
1776;1350
1777;310
1778;1351
1779;324
1780;1352
1780;1353
1781;1354
1781;1355
1782;1356
1783;1357
1783;1358
1784;1359
1785;227
1786;1346
1787;411
1788;26
1790;1360
1791;1361
1792;1006
1792;1362
1793;1363
1793;1364
1793;1365
1793;1366
1793;995
1793;1367
1793;1368
1794;1163
1794;1207
1794;1164
1795;1369
1795;1370
1796;1371
1798;1372
1798;1373
1799;411
1800;160
1801;1374
1801;1375
1802;1019
1805;1376
1806;1377
1806;1378
1806;1379
1807;1380
1808;1381
1808;1382
1809;215
1810;41
1811;878
1811;1133
1812;1383
1813;1384
1813;1385
1814;1386
1815;1387
1816;1099
1817;434
1817;1388
1818;1133
1818;1134
1819;1389
1820;1286
1821;1390
1821;1391
1821;1392
1822;1393
1822;1394
1822;1395
1823;1396
1824;1397
1825;250
1826;1398
1826;1399
1826;1400
1826;1401
1826;1402
1826;1403
1827;794
1827;1404
1828;1176
1829;1405
1830;997
1831;123
1832;1406
1832;1407
1834;495
1834;496
1835;1408
1836;94
1837;1409
1838;1410
1839;1176
1840;1411
1841;662
1842;1412
1843;1133
1843;1134
1844;1413
1845;1414
1846;26
1847;1415
1848;1416
1849;1417
1850;1418
1851;1419
1852;1012
1852;1013
1853;570
1854;1420
1855;1334
1856;1421
1857;1422
1858;438
1858;439
1858;440
1859;1423
1860;1424
1860;1425
1861;1426
1862;103
1863;1427
1864;1428
1864;1429
1865;1430
1866;1431
1867;1432
1868;1433
1869;1434
1870;1435
1871;1180
1872;1315
1872;1316
1873;225
1874;1436
1874;1437
1874;1438
1875;1439
1875;1440
1875;1441
1875;1442
1875;1443
1876;1444
1877;467
1878;1445
1878;1446
1878;1447
1879;1420
1879;1448
1880;1449
1880;217
1881;304
1882;1450
1882;1451
1883;1452
1884;355
1885;225
1886;522
1886;1453
1887;1308
1888;1454
1889;1455
1889;1456
1890;1178
1891;94
1892;749
1892;1457
1892;1458
1892;750
1892;1459
1892;1460
1893;146
1893;147
1894;1461
1895;1462
1896;1463
1897;1464
1898;1465
1899;314
1900;1466
1900;1467
1901;1468
1902;304
1903;1080
1903;1469
1904;1470
1905;1471
1906;1472
1906;1473
1906;1474
1907;1464
1908;1475
1909;1476
1909;1477
1909;1478
1910;1479
1911;1480
1912;1481
1912;1482
1913;123
1914;304
1915;1483
1915;1484
1916;1485
1917;141
1917;1486
1918;1465
1919;1487
1920;513
1921;1488
1922;1489
1923;1490
1924;387
1925;61
1925;62
1925;63
1926;1491
1926;189
1926;190
1927;1492
1928;1493
1929;1179
1930;1494
1931;1495
1932;1334
1933;1496
1933;1497
1933;1498
1934;1499
1934;1500
1935;1501
1936;94
1937;1502
1937;1503
1938;1504
1939;642
1940;1505
1941;1506
1942;1507
1942;1508
1943;1509
1944;1510
1944;1511
1944;1512
1945;1513
1945;1514
1946;679
1947;1239
1948;1515
1949;151
1949;152
1950;207
1951;1516
1952;671
1953;1517
1953;1518
1953;1519
1954;1520
1955;1521
1955;1522
1956;1417
1957;1523
1958;884
1959;1524
1960;275
1961;1525
1961;1096
1962;1526
1962;794
1962;1404
1963;1522
1964;1527
1965;258
1966;1144
1966;1145
1967;1528
1969;1529
1970;1101
1970;1102
1971;1517
1971;1518
1971;1519
1972;1208
1972;1209
1972;527
1972;1210
1972;312
1973;1012
1973;1013
1974;1530
1975;387
1976;1531
1977;1455
1977;1532
1978;339
1978;340
1979;1533
1979;1534
1979;1535
1980;266
1981;146
1981;147
1982;1536
1984;1537
1984;1330
1986;1386
1987;921
1988;1538
1989;1254
1990;1539
1991;61
1991;62
1991;63
1992;1540
1992;1541
1992;1542
1993;1543
1994;1544
1995;1545
1996;1546
1997;1547
1998;1335
1999;1305
1999;1306
1999;1307
2000;1548
2001;1549
2001;1550
2001;1551
2002;1552
2003;116
2004;1553
2004;1554
2005;1555
2006;275
2007;1556
2008;1557
2009;1558
2009;1559
2009;1560
2010;1161
2011;1561
2012;1562
2012;1563
2013;921
2014;208
2015;386
2016;85
2017;1564
2018;1565
2019;1566
2019;1567
2020;310
2021;324
2021;325
2022;360
2023;1568
2023;1569
2024;1503
2025;26
2026;1487
2027;1570
2027;1571
2027;1572
2027;1573
2028;1574
2028;1575
2029;225
2030;1576
2032;1577
2032;1578
2032;1579
2033;1580
2034;1529
2035;410
2036;933
2036;935
2036;936
2037;225
2038;1347
2039;1581
2040;643
2041;1582
2042;1583
2043;1584
2043;1585
2044;1487
2046;42
2047;1586
2048;1587
2049;1465
2050;1575
2051;1347
2052;339
2052;340
2052;1588
2053;1589
2054;1590
2054;1591
2055;1585
2056;1592
2057;1546
2058;233
2058;234
2059;1593
2060;1594
2061;1239
2062;419
2063;1595
2063;1596
2064;1170
2065;1597
2066;1598
2067;1599
2068;117
2069;1600
2069;1601
2070;1021
2071;1602
2072;1603
2073;1002
2074;1604
2075;1605
2076;1606
2077;1487
2078;252
2078;253
2078;254
2080;1607
2081;94
2082;1608
2083;1609
2084;1610
2085;1611
2086;366
2087;1187
2087;1612
2088;1613
2088;1614
2089;1615
2089;1616
2090;570
2091;1617
2091;1618
2092;1101
2092;1102
2093;1615
2093;1619
2094;1620
2094;1621
2095;438
2095;439
2095;440
2096;1622
2097;766
2097;767
2098;1623
2099;1624
2099;1625
2099;1626
2100;1627
2101;1628
2102;1629
2102;1630
2102;1631
2103;1632
2103;1633
2104;1634
2104;1635
2104;1636
2104;1637
2105;1638
2106;104
2107;1475
2108;1639
2109;55
2109;1640
2109;1254
2110;1641
2110;1642
2111;863
2112;1643
2112;127
2113;1253
2114;1335
2115;1644
2116;1645
2116;1646
2117;141
2117;1486
2118;1647
2119;1648
2120;1617
2120;1170
2120;1649
2120;1650
2120;1651
2121;1652
2121;1653
2122;1654
2123;1655
2123;1284
2124;1426
2125;1656
2125;1657
2126;1248
2127;1658
2127;1659
2128;1660
2129;1661
2131;1662
2131;1663
2132;1494
2133;443
2133;414
2134;1664
2135;1665
2136;512
2138;41
2139;336
2139;337
2140;1666
2141;1667
2143;1552
2144;1668
2145;1669
2146;1145
2147;921
2148;1321
2148;1322
2148;1323
2149;1670
2149;1671
2149;1672
2149;1673
2149;1674
2150;1675
2151;1503
2152;1676
2153;1677
2154;1678
2155;1679
2156;921
2156;922
2157;840
2158;1680
2159;1653
2160;736
2160;1681
2160;1682
2161;1683
2162;1405
2163;1684
2163;1653
2164;1123
2165;1685
2165;91
2166;1686
2166;1687
2167;1688
2167;1689
2168;1690
2169;1653
2169;1691
2170;658
2170;1692
2171;1693
2172;1694
2173;1695
2174;1696
2174;1697
2176;1698
2176;1699
2177;1418
2178;1565
2179;1654
2180;1700
2181;1701
2181;1702
2181;1703
2182;1704
2183;1705
2184;1179
2186;1706
2187;102
2189;1603
2190;1522
2191;1707
2192;794
2192;1708
2192;1404
2193;1709
2193;1710
2194;1026
2195;1711
2195;1465
2196;1576
2197;1522
2198;1712
2199;1456
2200;1713
2200;1714
2201;1715
2201;1716
2202;522
2203;1717
2203;1718
2204;1654
2205;1719
2206;1609
2207;1720
2207;1721
2208;208
2209;1722
2211;1723
2212;1724
2212;1725
2212;1726
2213;1727
2214;1405
2215;1728
2215;1729
2216;1097
2217;604
2218;1730
2219;1731
2220;1732
2221;1733
2222;735
2222;642
2222;488
2223;1734
2224;1706
2225;1335
2226;1735
2226;1736
2227;1737
2227;714
2228;1738
2231;1610
2232;1739
2234;1740
2234;832
2234;1741
2235;965
2235;966
2235;967
2235;968
2236;1742
2237;1562
2238;1743
2238;1206
2239;403
2240;1744
2241;1745
2242;1746
2243;1747
2244;1748
2245;1630
2246;565
2247;1749
2248;1750
2249;1751
2250;1010
2250;1011
2252;1752
2253;1753
2253;1754
2253;744
2254;1755
2254;1756
2254;27
2254;1757
2255;1012
2255;1013
2256;1557
2257;239
2257;240
2257;241
2257;242
2258;85
2259;1733
2261;1758
2261;1759
2261;1760
2262;1761
2263;1762
2264;1763
2265;1764
2267;513
2268;1765
2269;1766
2269;1767
2270;1184
2271;1580
2271;1768
2272;838
2273;1769
2274;1585
2275;1770
2276;85
2277;1771
2277;1133
2279;1772
2280;1176
2281;1126
2281;1773
2282;1585
2283;1774
2283;1775
2284;1396
2284;1776
2285;1777
2285;1778
2286;1779
2286;1780
2287;1014
2288;1781
2289;1782
2289;1193
2290;1012
2290;1013
2291;1783
2293;1784
2293;1785
2294;1786
2295;1787
2296;1522
2297;1341
2298;1418
2298;1788
2299;1315
2299;1316
2300;300
2301;1632
2302;1789
2303;1790
2304;1314
2305;1654
2306;1667
2306;1791
2307;1792
2308;1793
2309;1405
2310;1794
2311;1680
2312;1795
2313;1796
2314;1797
2315;1798
2315;1799
2315;1800
2316;1801
2317;1802
2318;1803
2318;1804
2320;37
2321;1805
2322;524
2324;1502
2324;1503
2325;1806
2326;1807
2327;508
2328;1808
2329;1486
2330;1809
2331;893
2331;894
2332;1810
2333;1811
2333;1812
2333;1813
2333;1685
2333;49
2334;1750
2336;1814
2336;1815
2337;1816
2339;1629
2339;1631
2340;1817
2342;1818
2343;1819
2343;1820
2344;1821
2345;123
2346;1341
2347;1822
2348;1823
2348;1824
2349;840
2350;810
2351;1825
2352;1826
2353;1462
2354;1827
2356;1828
2356;1829
2357;1830
2357;1831
2358;1832
2359;1833
2360;1834
2360;1835
2360;1836
2361;1837
2362;1838
2364;1839
2365;1840
2365;669
2366;1841
2368;614
2371;1842
2372;1338
2373;1246
2373;1247
2373;1843
2374;1577
2374;1578
2374;1579
2375;651
2376;1335
2377;830
2378;1700
2379;1844
2380;252
2380;253
2380;254
2381;1845
2383;275
2384;1846
2385;1847
2386;1848
2386;1849
2387;1290
2389;1850
2390;411
2391;1562
2391;981
2391;1563
2392;1851
2393;1852
2393;1853
2395;299
2396;1854
2397;462
2398;1855
2398;1856
2399;1857
2400;1858
2400;1859
2402;882
2402;1860
2403;381
2404;1861
2404;1862
2405;1863
2406;1864
2407;1865
2408;1866
2408;1867
2408;1868
2410;1869
2411;1870
2412;1871
2413;26
2414;1405
2415;1810
2416;892
2417;1872
2418;1869
2419;1408
2420;266
2421;1873
2421;1874
2422;1875
2423;1120
2424;1876
2425;1877
2425;1653
2425;1878
2425;1879
2425;1876
2426;782
2427;1880
2427;1881
2428;1882
2429;1883
2430;25
2431;999
2432;1821
2434;1884
2434;1885
2434;1886
2434;1887
2436;1888
2437;1889
2437;1890
2437;1096
2438;1891
2441;782
2442;128
2443;1046
2444;1801
2445;1892
2445;714
2447;151
2447;152
2448;1893
2449;1894
2450;1731
2451;539
2452;1895
2452;1896
2453;1500
2454;1897
2454;346
2454;1898
2455;1241
2457;1899
2458;897
2459;1552
2460;1629
2460;1630
2460;1631
2461;512
2462;1900
2463;1901
2463;1902
2464;1903
2466;1076
2467;8
2468;1904
2469;1905
2470;1906
2472;1907
2472;1908
2473;1909
2473;1145
2473;1910
2474;1911
2474;1912
2475;1328
2476;1913
2477;1
2479;1914
2479;1585
2480;1915
2480;1097
2481;1916
2482;1187
2483;1917
2483;1245
2484;1403
2485;1918
2486;995
2486;1919
2487;461
2488;411
2490;252
2490;253
2490;254
2491;1920
2492;275
2493;975
2494;1921
2494;1831
2494;1922
2495;1923
2496;1924
2497;1896
2498;1925
2499;27
2500;1926
2501;1927
2502;1752
2504;1809
2505;233
2505;235
2505;236
2506;458
2507;1567
2508;1604
2510;1192
2511;252
2511;253
2511;254
2513;1928
2514;1929
2515;1929
2516;491
2517;47
2518;1876
2520;1424
2520;1425
2521;1492
2522;715
2522;716
2522;1264
2523;1010
2523;1011
2524;495
2524;496
2525;1477
2527;1903
2528;1905
2529;1930
2529;1931
2529;1932
2530;1933
2530;1616
2530;1619
2531;1839
2532;1934
2533;1851
2533;1935
2534;1202
2536;1936
2536;1937
2537;1938
2537;797
2538;1939
2539;1940
2540;725
2540;726
2541;1689
2543;266
2544;893
2544;894
2545;1941
2546;1012
2546;1013
