offenderID;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22
963;20.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;2.0;0.0;1.0;1.0;4.0;7.0;6.0;0.0;0.0;1.0;0.0;20.0;15.0;16987.2
11879;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;5334.4
3019;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;14774.1
;;;;;;;;;;;;;;;;;;;;;;
1973;4.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;7.0;137.9
1518;22.0;0.0;0.0;1.0;0.0;0.0;1.0;9.0;5.0;3.0;2.0;3.0;0.0;2.0;5.0;0.0;0.0;0.0;4.0;22.0;8.0;13439.7
16450;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;14680.2
16431;4.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;4.0;19.0;11082.0
518;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;15.0;5671.4
16376;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;50747.9
16371;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;16.0;6042.7
4506;8.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;8.0;17.0;40383.1
11801;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;17.0;3870.8
16335;9.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;9.0;8.0;539.4
11772;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;6.0;14.0;2124.6
2163;23.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;9.0;2.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;0.0;4.0;23.0;14.0;4994.2
8210;23.0;1.0;0.0;0.0;8.0;0.0;0.0;1.0;0.0;2.0;4.0;8.0;1.0;3.0;3.0;0.0;0.0;1.0;3.0;23.0;13.0;1519.1
4475;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;13.0;11215.6
11757;14.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;3.0;1.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;14.0;15.0;1546.8
9645;19.0;2.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;19.0;14.0;2101.8
6295;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;16.0;26506.5
10221;19.0;0.0;2.0;2.0;7.0;0.0;0.0;1.0;0.0;1.0;2.0;6.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;19.0;5.0;7746.5
2582;39.0;1.0;1.0;1.0;8.0;0.0;0.0;4.0;2.0;1.0;6.0;11.0;4.0;6.0;4.0;2.0;0.0;7.0;7.0;39.0;10.0;8662.7
10216;19.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;1.0;0.0;1.0;0.0;1.0;8.0;2.0;0.0;0.0;3.0;1.0;19.0;13.0;3168.9
1516;7.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;13.0;254.1
7000;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;7.0;0.0;0.0;0.0;1.0;9.0;19.0;170691.9
16184;10.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;10.0;16.0;2125.3
3588;11.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;11.0;16.0;19446.6
3312;20.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;2.0;0.0;1.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;20.0;14.0;14609.8
9373;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;97.5
9641;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;257.4
10205;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;1507.4
8313;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;7.0;15.0;1606.1
11724;10.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;2.0;4.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;10.0;11.0;764.6
16119;13.0;2.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;13.0;14.0;24305.0
9638;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;1883.9
10185;13.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;7.0;13.0;16.0;13915.4
5475;31.0;0.0;1.0;1.0;4.0;0.0;0.0;1.0;4.0;4.0;4.0;9.0;1.0;7.0;1.0;0.0;0.0;1.0;7.0;31.0;12.0;3313.2
3656;25.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;3.0;0.0;3.0;8.0;0.0;3.0;4.0;0.0;0.0;2.0;1.0;25.0;8.0;62709.8
2671;4.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;823.1
748;9.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;2.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;9.0;12.0;838.8
9425;9.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;9.0;14.0;1566.9
15950;26.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;3.0;8.0;3.0;1.0;1.0;0.0;0.0;4.0;5.0;26.0;14.0;29330.4
3018;17.0;1.0;0.0;2.0;2.0;1.0;0.0;2.0;0.0;3.0;3.0;5.0;0.0;4.0;1.0;0.0;0.0;2.0;0.0;17.0;8.0;3181.1
11660;10.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;10.0;9.0;2497.2
15897;12.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;12.0;7.0;10290.7
10171;10.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;3.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;2.0;10.0;13.0;4468.1
15850;15.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;3.0;1.0;0.0;4.0;1.0;7.0;1.0;0.0;0.0;2.0;0.0;15.0;16.0;8528.3
8462;5.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;15.0;1457.8
11626;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;16.0;40.1
6114;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1494.5
9370;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;153.1
15814;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1374.0
4673;8.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;8.0;15.0;3171.2
11608;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;6174.8
8192;38.0;1.0;1.0;1.0;10.0;0.0;2.0;1.0;0.0;0.0;6.0;8.0;0.0;1.0;14.0;0.0;0.0;4.0;4.0;38.0;12.0;3020.0
1440;35.0;2.0;0.0;0.0;3.0;0.0;0.0;6.0;5.0;1.0;3.0;7.0;3.0;2.0;6.0;1.0;0.0;6.0;4.0;35.0;10.0;3355.2
2366;18.0;0.0;1.0;0.0;3.0;0.0;1.0;3.0;2.0;1.0;0.0;4.0;1.0;3.0;2.0;0.0;0.0;2.0;0.0;18.0;13.0;1648.0
5366;19.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;5.0;5.0;1.0;0.0;1.0;0.0;0.0;5.0;6.0;19.0;14.0;13446.0
835;9.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;9.0;13.0;3231.7
2836;23.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;8.0;1.0;1.0;5.0;1.0;1.0;1.0;2.0;0.0;6.0;3.0;23.0;13.0;11294.9
1548;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;12.0;1331.8
3272;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5.0;12.0;1117.1
1102;12.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;3.0;0.0;4.0;5.0;0.0;0.0;1.0;0.0;12.0;12.0;881.7
2841;19.0;0.0;3.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;6.0;6.0;0.0;1.0;2.0;0.0;0.0;5.0;3.0;19.0;13.0;23348.6
3508;5.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;1829.3
834;10.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;10.0;15.0;4264.5
6168;6.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;17.0;20247.2
8560;14.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;14.0;15.0;3823.1
15537;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;3123.4
1993;16.0;1.0;1.0;1.0;2.0;1.0;2.0;4.0;3.0;0.0;4.0;4.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;16.0;14.0;6014.3
4672;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;11.0;5486.6
15491;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;5.0;13.0;20561.6
8314;13.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;3.0;0.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;13.0;14.0;5903.9
15476;11.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;7.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;11.0;14.0;4390.9
6804;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;14.0;45.8
10124;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;10.0;864.4
2656;8.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;8.0;12.0;4315.8
3772;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;15.0;302.8
5316;41.0;0.0;2.0;1.0;3.0;0.0;2.0;1.0;1.0;2.0;2.0;8.0;3.0;11.0;2.0;0.0;0.0;11.0;10.0;41.0;7.0;30458.4
5482;28.0;0.0;1.0;1.0;3.0;0.0;1.0;2.0;2.0;1.0;4.0;7.0;1.0;5.0;0.0;0.0;0.0;2.0;6.0;28.0;7.0;15324.6
15405;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;4.0;19.0;22836.4
8252;7.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;7.0;12.0;1133.9
9467;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;13.0;52471.7
;;;;;;;;;;;;;;;;;;;;;;
15358;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;18.0;9304.6
1800;13.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;3.0;0.0;5.0;2.0;1.0;0.0;3.0;0.0;13.0;9.0;9430.4
8271;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;14.0;9880.0
2846;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;8.0;13.0;619.9
1926;20.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;6.0;1.0;1.0;8.0;0.0;3.0;5.0;2.0;0.0;7.0;6.0;20.0;16.0;627.3
;;;;;;;;;;;;;;;;;;;;;;
8455;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;17.0;313.7
1385;6.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;12.0;626.9
2332;17.0;5.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;2.0;2.0;0.0;6.0;3.0;0.0;0.0;1.0;0.0;17.0;14.0;2385.9
;;;;;;;;;;;;;;;;;;;;;;
15253;23.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;8.0;0.0;3.0;6.0;1.0;0.0;3.0;5.0;23.0;14.0;3982.6
15246;13.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;13.0;15.0;173.9
10101;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;14.0;483.5
3168;9.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;9.0;15.0;1246.6
15219;7.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;13.0;2868.9
15215;6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;17.0;13350.0
15194;7.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;16.0;1351.2
10092;19.0;1.0;2.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;4.0;5.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;19.0;12.0;17242.8
11433;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;19766.0
11425;5.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;1535.1
11422;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;15.0;130.6
1395;18.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;18.0;13.0;5511.7
636;10.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;4.0;1.0;3.0;6.0;0.0;0.0;1.0;0.0;10.0;16.0;1301.4
15117;11.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;11.0;14.0;7918.2
15109;18.0;0.0;2.0;1.0;7.0;0.0;1.0;1.0;1.0;1.0;1.0;4.0;2.0;3.0;1.0;0.0;0.0;3.0;2.0;18.0;13.0;5900.0
15059;22.0;0.0;0.0;0.0;5.0;1.0;0.0;2.0;0.0;0.0;2.0;6.0;1.0;6.0;3.0;0.0;0.0;0.0;6.0;22.0;13.0;10353.4
399;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;5.0;18.0;12432.8
4963;13.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;2.0;0.0;0.0;2.0;2.0;13.0;15.0;1302.2
11384;23.0;1.0;0.0;0.0;3.0;0.0;1.0;5.0;1.0;3.0;2.0;7.0;2.0;5.0;1.0;0.0;0.0;3.0;2.0;23.0;8.0;10538.8
4234;6.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;14.0;4882.1
11376;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;19.0;1951.1
2644;7.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;7.0;16.0;1907.5
8691;6.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;15.0;1583.6
;;;;;;;;;;;;;;;;;;;;;;
8275;3.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;15.0;18228.8
9594;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;3787.5
2176;18.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;18.0;12.0;864.6
5081;46.0;0.0;1.0;1.0;3.0;0.0;3.0;11.0;1.0;2.0;1.0;5.0;2.0;9.0;3.0;0.0;0.0;7.0;14.0;46.0;14.0;34825.4
4220;28.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;16.0;2.0;2.0;5.0;1.0;9.0;0.0;1.0;1.0;0.0;5.0;28.0;14.0;15148.8
5606;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;15.0;4382.1
5861;19.0;8.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;5.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;19.0;13.0;6355.9
11317;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;13.0;565.4
2157;7.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;1.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;7.0;15.0;18716.3
3691;29.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;4.0;4.0;1.0;4.0;0.0;0.0;10.0;4.0;29.0;13.0;20509.8
1041;9.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;16.0;16133.8
3817;15.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;15.0;12.0;1662.6
8160;22.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;1.0;2.0;3.0;0.0;9.0;1.0;0.0;0.0;2.0;2.0;22.0;14.0;25801.4
1779;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;15.0;11999.9
14689;6.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;16.0;618.9
1400;11.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;11.0;11.0;2077.1
1667;36.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;3.0;12.0;2.0;5.0;5.0;0.0;0.0;8.0;11.0;36.0;10.0;37396.4
5004;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;8.0;16.0;7817.1
1304;33.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;3.0;4.0;2.0;1.0;4.0;0.0;0.0;6.0;16.0;33.0;14.0;36705.1
11248;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;13.0;12.0;6742.7
14554;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;8.0;14.0;63919.0
8220;8.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;8.0;12.0;22834.8
6625;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;19.0;71531.8
1617;26.0;0.0;0.0;0.0;6.0;0.0;0.0;11.0;6.0;2.0;0.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;26.0;16.0;4674.8
2728;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;1348.2
3994;14.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;4.0;5.0;0.0;3.0;2.0;0.0;0.0;1.0;2.0;14.0;17.0;3810.5
4377;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;17.0;11280.7
8748;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;17.0;23368.1
10008;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;5.0;19.0;32957.1
14420;31.0;1.0;0.0;0.0;3.0;0.0;1.0;7.0;5.0;2.0;2.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;11.0;31.0;18.0;27203.4
324;18.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;18.0;16.0;23752.1
;;;;;;;;;;;;;;;;;;;;;;
10007;9.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;9.0;15.0;7099.5
1130;37.0;0.0;0.0;3.0;12.0;0.0;1.0;4.0;10.0;2.0;1.0;10.0;0.0;7.0;5.0;0.0;0.0;3.0;6.0;37.0;6.0;14313.3
4255;26.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;1.0;0.0;0.0;6.0;1.0;7.0;1.0;1.0;0.0;4.0;0.0;26.0;15.0;1722.4
;;;;;;;;;;;;;;;;;;;;;;
10003;6.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;13.0;1467.7
4913;7.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;11.0;816.2
